VALUE,COUNT,LU_CODEV7N,LU_CODEV7,TERTIARY_V7,SECONDARY_V7,PRIMARY_V7,CLASSES_18,C18_DESCRIPTION,TOPO_FEATURES,TOPO_FEAT_DESC,CLUM_DATA,CLUM_DATA_DESC,PROT_AREAS,PROT_AREAS_DESC,WH_AREAS,WH_AREAS_DESC,TENURE,TENURE_DESC,FOREST_TYPE,FOREST_TYPE_DESC,VEG_CONDITION,VEG_COND_DESC,COMMODITIES,COMMODITIES_DESC,IRRIGATION,IRRIGATION_DESC
534,2,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,116,1.1.6 Protected landscape,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,0,"Ocean, estuary with no tenure; no data",0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
535,6,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,113,1.1.3 National park,20,II. National park,0,IUCN management category unassigned or not a WHA,10,Public land - other,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
536,27,574,5.7.4,5.7.4 Ports and water transport,5.7 Transport and communication,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,574,5.7.4 Ports and water transport,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
537,33,542,5.4.2,5.4.2 Rural residential with agriculture,5.4 Residential and farm infrastructure,5 Intensive uses,14,"Rural residential and farm infrastructure (5.4.2, 5.4.3, 5.4.4, 5.4.5)",0,Not a topographic feature,542,5.4.2 Rural residential with agriculture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
538,68,454,4.5.4,4.5.4 Irrigated seasonal vegetables and herbs,4.5 Irrigated seasonal horticulture,4 Production from irrigated agriculture and plantations,12,"Irrigated horticulture (4.4, 4.5)",0,Not a topographic feature,441,4.4.1 Irrigated tree fruits,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,16,Vegetables,1,Irrigated agriculture
539,37,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,441,4.4.1 Irrigated tree fruits,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
540,66,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,652,6.5.2 Marsh/wetland - production,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
541,1,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,652,6.5.2 Marsh/wetland - production,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
542,27,130,1.3.0,1.3.0 Other minimal use,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,133,1.3.3 Residual native cover,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
543,10,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,133,1.3.3 Residual native cover,20,II. National park,1,WHA managed as one or more of IUCN categories Ia to V,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
544,93,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
545,13,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,350,3.5.0 Seasonal horticulture,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,0,"Dryland agriculture, not ag. or no data"
546,882,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,652,6.5.2 Marsh/wetland - production,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
547,502,580,5.8.0,5.8.0 Mining,5.8 Mining,5 Intensive uses,16,"Mining and waste (5.8, 5.9)",12,Mine area,580,5.8.0 Mining,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
548,4281,131,1.3.1,1.3.1 Defence land - natural areas,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,131,1.3.1 Defence land - natural areas,0,Not a protected area,0,IUCN management category unassigned or not a WHA,12,Defence reserve,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
549,85,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,580,5.8.0 Mining,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
550,3875,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,210,2.1.0 Grazing native vegetation,20,II. National park,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
551,78,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,133,1.3.3 Residual native cover,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
552,138,554,5.5.4,5.5.4 Defence facilities - urban,5.5 Services,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,554,5.5.4 Defence facilities - urban,0,Not a protected area,0,IUCN management category unassigned or not a WHA,12,Defence reserve,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
553,9,571,5.7.1,5.7.1 Airports/aerodromes,5.7 Transport and communication,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,571,5.7.1 Airports/aerodromes,0,Not a protected area,0,IUCN management category unassigned or not a WHA,12,Defence reserve,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
555,78,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,325,3.2.5 Sown grasses,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,0,"Dryland agriculture, not ag. or no data"
556,59,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,652,6.5.2 Marsh/wetland - production,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
557,1368,540,5.4.0,5.4.0 Residential and farm infrastructure,5.4 Residential and farm infrastructure,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",10,Built-up area,540,5.4.0 Residential and farm infrastructure,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
558,540,210,2.1.0,2.1.0 Grazing native vegetation,2.1 Grazing native vegetation,2 Production from relatively natural environments,4,Grazing native vegetation (2.1),0,Not a topographic feature,134,1.3.4 Rehabilitation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,1,Grazing - native or naturalised pasture or native-exotic pasture mosaic,0,"Dryland agriculture, not ag. or no data"
559,214,554,5.5.4,5.5.4 Defence facilities - urban,5.5 Services,5 Intensive uses,15,"Urban intensive uses (5.3, 5.4, 5.4.1, 5.5, 5.6, 5.7)",0,Not a topographic feature,554,5.5.4 Defence facilities - urban,0,Not a protected area,0,IUCN management category unassigned or not a WHA,12,Defence reserve,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
560,2,341,3.4.1,3.4.1 Tree fruits,3.4 Perennial horticulture,3 Production from dryland agriculture and plantations,9,"Dryland horticulture (3.4, 3.5)",0,Not a topographic feature,133,1.3.3 Residual native cover,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,21,Tropical stone fruit,0,"Dryland agriculture, not ag. or no data"
561,142,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,652,6.5.2 Marsh/wetland - production,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,4,Native closed forest,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
562,8,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,113,1.1.3 National park,20,II. National park,0,IUCN management category unassigned or not a WHA,6,Private land,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
563,16,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,583,5.8.3 Tailings,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,0,"Dryland agriculture, not ag. or no data"
564,9,591,5.9.1,5.9.1 Effluent pond,5.9 Waste treatment and disposal,5 Intensive uses,16,"Mining and waste (5.8, 5.9)",15,Pond - effluent,583,5.8.3 Tailings,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
565,391,131,1.3.1,1.3.1 Defence land - natural areas,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,130,1.3.0 Other minimal use,0,Not a protected area,0,IUCN management category unassigned or not a WHA,12,Defence reserve,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
566,2,116,1.1.6,1.1.6 Protected landscape,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,0,Offshore,50,V. Protected landscape/seascape,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,0,Offshore,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
567,334,320,3.2.0,3.2.0 Grazing modified pastures,3.2 Grazing modified pastures,3 Production from dryland agriculture and plantations,7,Grazing modified pastures (3.2),0,Not a topographic feature,580,5.8.0 Mining,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,2,Modification of native vegetation,3,Grazing sown pastures,0,"Dryland agriculture, not ag. or no data"
